"ordernumber","quantityordered","priceeach","sales","orderdate","productline","productcode","customername","totalrevenue"
10222,32,"81.53","2608.96","2004-02-19","Planes","S24_2841","Collectable Mini Designs Co.","2608.96"
10249,20,"67.82","1356.4","2004-05-08","Planes","S24_2841","Cambridge Collectables Co.","1356.3999999999999"
10262,24,"67.14","1611.36","2004-06-24","Planes","S24_2841","Euro Shopping Channel","1611.3600000000001"
10274,40,"65.08","2603.2","2004-07-21","Planes","S24_2841","Collectables For Less Inc.","2603.2"
10284,30,"73.99","2219.7","2004-08-21","Planes","S24_2841","Norway Gifts By Mail, Co.","2219.7"
10296,21,"71.25","1496.25","2004-09-15","Planes","S24_2841","Bavarian Collectables Imports, Co.","1496.25"
10307,25,"75.36","1884","2004-10-14","Planes","S24_2841","Classic Gift Ideas, Inc","1884"
10316,34,"63.71","2166.14","2004-11-01","Planes","S24_2841","Giftsbymail.Co.Uk","2166.14"
10328,48,"58.92","2828.16","2004-11-12","Planes","S24_2841","Rovelli Gifts","2828.16"
10339,55,"100","6214.45","2004-11-23","Planes","S24_2841","Tokyo Collectables, Ltd","5500"
10351,25,"74.68","1867","2004-12-03","Planes","S24_2841","Stylish Desk Decors, Co.","1867.0000000000002"
10213,27,"100","2790.45","2004-01-22","Classic Cars","S24_2887","Double Decker Gift Stores, Ltd","2700"
10227,33,"100","4340.49","2004-03-02","Classic Cars","S24_2887","Saveley & Henriot, Co.","3300"
10241,28,"98.65","2762.2","2004-04-13","Classic Cars","S24_2887","Mini Caravy","2762.2000000000003"
10267,43,"100","4645.72","2004-07-07","Classic Cars","S24_2887","Muscle Machine Inc","4300"
10279,48,"100","5580.96","2004-08-09","Classic Cars","S24_2887","Euro Shopping Channel","4800"
10288,48,"100","6539.04","2004-09-01","Classic Cars","S24_2887","Handji Gifts& Co","4800"
10311,43,"100","4595.41","2004-10-16","Classic Cars","S24_2887","Euro Shopping Channel","4300"
10332,44,"42.26","1859.44","2004-11-17","Classic Cars","S24_2887","Av Stores, Co.","1859.4399999999998"
10346,24,"87.24","2093.76","2004-11-29","Classic Cars","S24_2887","Signal Gift Stores","2093.7599999999998"
10212,34,"43.42","1476.28","2004-01-16","Classic Cars","S24_2972","Euro Shopping Channel","1476.28"
10225,42,"36.63","1538.46","2004-02-22","Classic Cars","S24_2972","Vida Sport, Ltd","1538.46"
10239,20,"44.56","891.2","2004-04-12","Classic Cars","S24_2972","Oulu Toy Supplies, Inc.","891.2"
10253,40,"42.67","1706.8","2004-06-01","Classic Cars","S24_2972","Uk Collectables, Ltd.","1706.8000000000002"
10266,34,"40.4","1373.6","2004-07-06","Classic Cars","S24_2972","L'Ordine Souveniers","1373.6"
10278,31,"38.89","1205.59","2004-08-06","Classic Cars","S24_2972","Signal Gift Stores","1205.59"
10287,36,"39.65","1427.4","2004-08-30","Classic Cars","S24_2972","Vida Sport, Ltd","1427.3999999999999"
10310,33,"41.91","1383.03","2004-10-16","Classic Cars","S24_2972","Toms Spezialitten, Ltd","1383.03"
10321,37,"33.23","1229.51","2004-11-04","Classic Cars","S24_2972","Fungiftideas.Com","1229.51"
10331,27,"42.24","1140.48","2004-11-17","Classic Cars","S24_2972","Motor Mint Distributors Inc.","1140.48"
10342,39,"40.4","1575.6","2004-11-24","Classic Cars","S24_2972","Australian Collectors, Co.","1575.6"
10355,36,"38.52","1386.72","2004-12-07","Classic Cars","S24_2972","Euro Shopping Channel","1386.72"
10208,20,"89.4","1788","2004-01-02","Vintage Cars","S24_3151","Saveley & Henriot, Co.","1788"
10222,47,"70.81","3328.07","2004-02-19","Vintage Cars","S24_3151","Collectable Mini Designs Co.","3328.07"
10233,40,"94.71","3788.4","2004-03-29","Vintage Cars","S24_3151","Tekni Collectables Inc.","3788.3999999999996"
10248,30,"100","3053.7","2004-05-07","Vintage Cars","S24_3151","Land Of Toys Inc.","3000"
10261,22,"91.17","2005.74","2004-06-17","Vintage Cars","S24_3151","Quebec Home Shopping Network","2005.74"
10273,27,"100","2796.12","2004-07-21","Vintage Cars","S24_3151","Petit Auto","2700"
10283,34,"92.94","3159.96","2004-08-20","Vintage Cars","S24_3151","Royal Canadian Collectables, Ltd.","3159.96"
10295,46,"84.97","3908.62","2004-09-10","Vintage Cars","S24_3151","Gifts4Allages.Com","3908.62"
10306,31,"84.08","2606.48","2004-10-14","Vintage Cars","S24_3151","Av Stores, Co.","2606.48"
10315,24,"86.74","2081.76","2004-10-29","Vintage Cars","S24_3151","La Rochelle Gifts","2081.7599999999998"
10326,41,"85.85","3519.85","2004-11-09","Vintage Cars","S24_3151","Volvo Model Replicas, Co","3519.85"
10339,55,"100","10758","2004-11-23","Vintage Cars","S24_3151","Tokyo Collectables, Ltd","5500"
10350,30,"100","3021","2004-12-02","Vintage Cars","S24_3151","Euro Shopping Channel","3000"
10212,27,"79.62","2149.74","2004-01-16","Classic Cars","S24_3191","Euro Shopping Channel","2149.7400000000002"
10227,40,"79.62","3184.8","2004-03-02","Classic Cars","S24_3191","Saveley & Henriot, Co.","3184.8"
10241,26,"81.33","2114.58","2004-04-13","Classic Cars","S24_3191","Mini Caravy","2114.58"
10267,44,"96.74","4256.56","2004-07-07","Classic Cars","S24_3191","Muscle Machine Inc","4256.5599999999995"
10279,33,"71.06","2344.98","2004-08-09","Classic Cars","S24_3191","Euro Shopping Channel","2344.98"
10288,34,"68.49","2328.66","2004-09-01","Classic Cars","S24_3191","Handji Gifts& Co","2328.66"
10311,25,"83.04","2076","2004-10-16","Classic Cars","S24_3191","Euro Shopping Channel","2076"
10321,39,"84.75","3305.25","2004-11-04","Classic Cars","S24_3191","Fungiftideas.Com","3305.25"
10332,45,"34.19","1538.55","2004-11-17","Classic Cars","S24_3191","Av Stores, Co.","1538.55"
10346,24,"100","3325.92","2004-11-29","Classic Cars","S24_3191","Signal Gift Stores","2400"
10211,48,"48.98","2351.04","2004-01-15","Classic Cars","S24_3371","Auto Canal Petit","2351.04"
10225,24,"50.21","1205.04","2004-02-22","Classic Cars","S24_3371","Vida Sport, Ltd","1205.04"
10238,47,"62.45","2935.15","2004-04-09","Classic Cars","S24_3371","Danish Wholesale Imports","2935.15"
10253,24,"52.66","1263.84","2004-06-01","Classic Cars","S24_3371","Uk Collectables, Ltd.","1263.84"
10266,47,"62.45","2935.15","2004-07-06","Classic Cars","S24_3371","L'Ordine Souveniers","2935.15"
10276,20,"61.23","1224.6","2004-08-02","Classic Cars","S24_3371","Online Mini Collectables","1224.6"
10287,20,"67.97","1359.4","2004-08-30","Classic Cars","S24_3371","Vida Sport, Ltd","1359.4"
10310,38,"56.94","2163.72","2004-10-16","Classic Cars","S24_3371","Toms Spezialitten, Ltd","2163.72"
10320,26,"61.23","1591.98","2004-11-03","Classic Cars","S24_3371","Volvo Model Replicas, Co","1591.98"
10331,25,"100","3078.5","2004-11-17","Classic Cars","S24_3371","Motor Mint Distributors Inc.","2500"
10342,48,"62.45","2997.6","2004-11-24","Classic Cars","S24_3371","Australian Collectors, Co.","2997.6000000000004"
10355,44,"62.45","2747.8","2004-12-07","Classic Cars","S24_3371","Euro Shopping Channel","2747.8"
10209,36,"77.59","2793.24","2004-01-09","Vintage Cars","S24_3420","Men 'R' Us Retailers, Ltd.","2793.2400000000002"
10222,43,"70.35","3025.05","2004-02-19","Vintage Cars","S24_3420","Collectable Mini Designs Co.","3025.0499999999997"
10249,25,"69.7","1742.5","2004-05-08","Vintage Cars","S24_3420","Cambridge Collectables Co.","1742.5"
10262,46,"70.35","3236.1","2004-06-24","Vintage Cars","S24_3420","Euro Shopping Channel","3236.1"
10274,24,"72.33","1735.92","2004-07-21","Vintage Cars","S24_3420","Collectables For Less Inc.","1735.92"
10284,39,"71.67","2795.13","2004-08-21","Vintage Cars","S24_3420","Norway Gifts By Mail, Co.","2795.13"
10296,31,"53.92","1671.52","2004-09-15","Vintage Cars","S24_3420","Bavarian Collectables Imports, Co.","1671.52"
10307,22,"71.67","1576.74","2004-10-14","Vintage Cars","S24_3420","Classic Gift Ideas, Inc","1576.74"
10316,47,"76.93","3615.71","2004-11-01","Vintage Cars","S24_3420","Giftsbymail.Co.Uk","3615.7100000000005"
10328,20,"72.98","1459.6","2004-11-12","Vintage Cars","S24_3420","Rovelli Gifts","1459.6000000000001"
10339,29,"99.69","2891.01","2004-11-23","Vintage Cars","S24_3420","Tokyo Collectables, Ltd","2891.0099999999998"
10351,38,"68.38","2598.44","2004-12-03","Vintage Cars","S24_3420","Stylish Desk Decors, Co.","2598.4399999999996"
10361,34,"100","3871.92","2004-12-17","Vintage Cars","S24_3420","Souveniers And Things Co.","3400"
10212,46,"87.81","4039.26","2004-01-16","Classic Cars","S24_3432","Euro Shopping Channel","4039.26"
10226,48,"92.09","4420.32","2004-02-26","Classic Cars","S24_3432","Collectable Mini Designs Co.","4420.32"
10241,27,"86.73","2341.71","2004-04-13","Classic Cars","S24_3432","Mini Caravy","2341.71"
10267,43,"100","5110.98","2004-07-07","Classic Cars","S24_3432","Muscle Machine Inc","4300"
10279,48,"100","6168","2004-08-09","Classic Cars","S24_3432","Euro Shopping Channel","4800"
10288,41,"100","4873.26","2004-09-01","Classic Cars","S24_3432","Handji Gifts& Co","4100"
10311,46,"92.09","4236.14","2004-10-16","Classic Cars","S24_3432","Euro Shopping Channel","4236.14"
10321,21,"89.95","1888.95","2004-11-04","Classic Cars","S24_3432","Fungiftideas.Com","1888.95"
10332,31,"37.18","1152.58","2004-11-17","Classic Cars","S24_3432","Av Stores, Co.","1152.58"
10346,26,"95.88","2492.88","2004-11-29","Classic Cars","S24_3432","Signal Gift Stores","2492.88"
10209,22,"89.73","1974.06","2004-01-09","Vintage Cars","S24_3816","Men 'R' Us Retailers, Ltd.","1974.0600000000002"
10222,46,"80.51","3703.46","2004-02-19","Vintage Cars","S24_3816","Collectable Mini Designs Co.","3703.46"
10248,23,"76.31","1755.13","2004-05-07","Vintage Cars","S24_3816","Land Of Toys Inc.","1755.13"
10262,49,"87.21","4273.29","2004-06-24","Vintage Cars","S24_3816","Euro Shopping Channel","4273.29"
10273,48,"83.02","3984.96","2004-07-21","Vintage Cars","S24_3816","Petit Auto","3984.96"
10283,33,"72.96","2407.68","2004-08-20","Vintage Cars","S24_3816","Royal Canadian Collectables, Ltd.","2407.68"
10296,22,"77.15","1697.3","2004-09-15","Vintage Cars","S24_3816","Bavarian Collectables Imports, Co.","1697.3000000000002"
10307,22,"91.41","2011.02","2004-10-14","Vintage Cars","S24_3816","Classic Gift Ideas, Inc","2011.02"
10316,25,"92.25","2306.25","2004-11-01","Vintage Cars","S24_3816","Giftsbymail.Co.Uk","2306.25"
10326,20,"92.25","1845","2004-11-09","Vintage Cars","S24_3816","Volvo Model Replicas, Co","1845"
10339,42,"59.36","2493.12","2004-11-23","Vintage Cars","S24_3816","Tokyo Collectables, Ltd","2493.12"
10350,25,"60.34","1508.5","2004-12-02","Vintage Cars","S24_3816","Euro Shopping Channel","1508.5"
10212,49,"100","6949.67","2004-01-16","Classic Cars","S24_3856","Euro Shopping Channel","4900"
10225,40,"100","4550","2004-02-22","Classic Cars","S24_3856","Vida Sport, Ltd","4000"
10239,29,"100","4479.63","2004-04-12","Classic Cars","S24_3856","Oulu Toy Supplies, Inc.","2900"
10253,39,"100","5148","2004-06-01","Classic Cars","S24_3856","Uk Collectables, Ltd.","3900"
10266,24,"100","2932.08","2004-07-06","Classic Cars","S24_3856","L'Ordine Souveniers","2400"
10278,25,"100","3159.75","2004-08-06","Classic Cars","S24_3856","Signal Gift Stores","2500"
10287,36,"100","4297.32","2004-08-30","Classic Cars","S24_3856","Vida Sport, Ltd","3600"
10310,45,"100","5497.65","2004-10-16","Classic Cars","S24_3856","Toms Spezialitten, Ltd","4500"
10321,26,"100","4052.88","2004-11-04","Classic Cars","S24_3856","Fungiftideas.Com","2600"
10331,21,"100","3135.93","2004-11-17","Classic Cars","S24_3856","Motor Mint Distributors Inc.","2100"
10342,42,"100","5013.54","2004-11-24","Classic Cars","S24_3856","Australian Collectors, Co.","4200"
10355,32,"100","5302.72","2004-12-07","Classic Cars","S24_3856","Euro Shopping Channel","3200"
10210,29,"69.6","2018.4","2004-01-12","Planes","S24_3949","Osaka Souveniers Co.","2018.3999999999999"
10222,48,"56.64","2718.72","2004-02-19","Planes","S24_3949","Collectable Mini Designs Co.","2718.7200000000003"
10235,33,"60.05","1981.65","2004-04-02","Planes","S24_3949","Royal Canadian Collectables, Ltd.","1981.6499999999999"
10250,40,"75.06","3002.4","2004-05-11","Planes","S24_3949","The Sharp Gifts Warehouse","3002.4"
10262,48,"61.42","2948.16","2004-06-24","Planes","S24_3949","Euro Shopping Channel","2948.16"
10275,41,"81.89","3357.49","2004-07-23","Planes","S24_3949","La Rochelle Gifts","3357.4900000000002"
10284,21,"55.96","1175.16","2004-08-21","Planes","S24_3949","Norway Gifts By Mail, Co.","1175.16"
10296,32,"71.65","2292.8","2004-09-15","Planes","S24_3949","Bavarian Collectables Imports, Co.","2292.8"
10308,43,"76.43","3286.49","2004-10-15","Planes","S24_3949","Mini Classics","3286.4900000000002"
10316,30,"77.79","2333.7","2004-11-01","Planes","S24_3949","Giftsbymail.Co.Uk","2333.7000000000003"
10328,35,"76.43","2675.05","2004-11-12","Planes","S24_3949","Rovelli Gifts","2675.05"
10339,45,"96.92","4361.4","2004-11-23","Planes","S24_3949","Tokyo Collectables, Ltd","4361.4"
10351,34,"59.37","2018.58","2004-12-03","Planes","S24_3949","Stylish Desk Decors, Co.","2018.58"
10361,26,"100","3710.98","2004-12-17","Planes","S24_3949","Souveniers And Things Co.","2600"
10214,44,"34.88","1534.72","2004-01-26","Vintage Cars","S24_3969","Corrida Auto Replicas, Ltd","1534.72"
10227,27,"43.9","1185.3","2004-03-02","Vintage Cars","S24_3969","Saveley & Henriot, Co.","1185.3"
10242,46,"36.93","1698.78","2004-04-20","Vintage Cars","S24_3969","Microscale Inc.","1698.78"
10280,33,"41.85","1381.05","2004-08-17","Vintage Cars","S24_3969","Amica Models & Co.","1381.05"
10288,33,"40.62","1340.46","2004-09-01","Vintage Cars","S24_3969","Handji Gifts& Co","1340.4599999999998"
10303,24,"40.21","965.04","2004-10-06","Vintage Cars","S24_3969","Iberia Gift Imports, Corp.","965.04"
10312,31,"35.29","1093.99","2004-10-21","Vintage Cars","S24_3969","Mini Gifts Distributors Ltd.","1093.99"
10332,41,"77.24","3166.84","2004-11-17","Vintage Cars","S24_3969","Av Stores, Co.","3166.8399999999997"
10346,22,"97.44","2143.68","2004-11-29","Vintage Cars","S24_3969","Signal Gift Stores","2143.68"
10220,37,"100","5032.74","2004-02-12","Classic Cars","S24_4048","Clover Collections, Co.","3700"
10230,45,"100","4737.15","2004-03-15","Classic Cars","S24_4048","Blauer See Auto, Co.","4500"
10246,46,"100","6311.2","2004-05-05","Classic Cars","S24_4048","Euro Shopping Channel","4600"
10271,22,"100","3070.54","2004-07-20","Classic Cars","S24_4048","Mini Gifts Distributors Ltd.","2200"
10282,39,"100","4797.39","2004-08-20","Classic Cars","S24_4048","Mini Gifts Distributors Ltd.","3900"
10292,27,"100","3832.38","2004-09-08","Classic Cars","S24_4048","Land Of Toys Inc.","2700"
10305,36,"100","4641.48","2004-10-13","Classic Cars","S24_4048","Marta'S Replicas Co.","3600"
10314,38,"100","4000.26","2004-10-22","Classic Cars","S24_4048","Heintze Collectables","3800"
10325,44,"100","5325.76","2004-11-05","Classic Cars","S24_4048","Baane Mini Imports","4400"
10336,31,"100","4618.69","2004-11-20","Classic Cars","S24_4048","La Corne D'Abondance, Co.","3100"
10349,23,"100","3182.97","2004-12-01","Classic Cars","S24_4048","Muscle Machine Inc","2300"
10359,22,"100","2603.04","2004-12-15","Classic Cars","S24_4048","Reims Collectables","2200"
10215,39,"90.57","3532.23","2004-01-29","Vintage Cars","S24_4258","West Coast Collectables Co.","3532.2299999999996"
10228,33,"100","3406.59","2004-03-10","Vintage Cars","S24_4258","Cambridge Collectables Co.","3300"
10244,40,"86.68","3467.2","2004-04-29","Vintage Cars","S24_4258","Euro Shopping Channel","3467.2000000000003"
10257,46,"78.89","3628.94","2004-06-14","Vintage Cars","S24_4258","The Sharp Gifts Warehouse","3628.94"
10269,48,"97.39","4674.72","2004-07-16","Vintage Cars","S24_4258","Salzburg Collectables","4674.72"
10280,21,"78.89","1656.69","2004-08-17","Vintage Cars","S24_4258","Amica Models & Co.","1656.69"
10290,45,"100","5171.4","2004-09-07","Vintage Cars","S24_4258","Auto-Moto Classics Inc.","4500"
10304,33,"100","3342.57","2004-10-11","Vintage Cars","S24_4258","Auto Assoc. & Cie.","3300"
10312,44,"100","4884.88","2004-10-21","Vintage Cars","S24_4258","Mini Gifts Distributors Ltd.","4400"
10324,33,"100","6267.69","2004-11-05","Vintage Cars","S24_4258","Vitachrome Inc.","3300"
10333,39,"100","4424.16","2004-11-18","Vintage Cars","S24_4258","Mini Wheels Co.","3900"
10348,39,"50.31","1962.09","2004-11-01","Vintage Cars","S24_4258","Corrida Auto Replicas, Ltd","1962.0900000000001"
10358,41,"100","6847","2004-12-10","Vintage Cars","S24_4258","Euro Shopping Channel","4100"
10210,40,"71","2840","2004-01-12","Planes","S24_4278","Osaka Souveniers Co.","2840"
10223,23,"74.62","1716.26","2004-02-20","Planes","S24_4278","Australian Collectors, Co.","1716.2600000000002"
10235,40,"81.14","3245.6","2004-04-02","Planes","S24_4278","Royal Canadian Collectables, Ltd.","3245.6"
10250,37,"74.62","2760.94","2004-05-11","Planes","S24_4278","The Sharp Gifts Warehouse","2760.94"
10263,24,"75.35","1808.4","2004-06-28","Planes","S24_4278","Gift Depot Inc.","1808.3999999999999"
10275,27,"62.31","1682.37","2004-07-23","Planes","S24_4278","La Rochelle Gifts","1682.3700000000001"
10284,21,"71","1491","2004-08-21","Planes","S24_4278","Norway Gifts By Mail, Co.","1491"
10297,23,"72.45","1666.35","2004-09-16","Planes","S24_4278","Clover Collections, Co.","1666.3500000000001"
10308,44,"83.32","3666.08","2004-10-15","Planes","S24_4278","Mini Classics","3666.08"
10317,35,"83.32","2916.2","2004-11-02","Planes","S24_4278","Technics Stores Inc.","2916.2"
10328,43,"60.86","2616.98","2004-11-12","Planes","S24_4278","Rovelli Gifts","2616.98"
10340,40,"84.77","3390.8","2004-11-24","Planes","S24_4278","Enaco Distributors","3390.7999999999997"
10353,35,"89.9","3146.5","2004-12-04","Planes","S24_4278","Gift Ideas Corp.","3146.5"
10361,25,"62.46","1561.5","2004-12-17","Planes","S24_4278","Souveniers And Things Co.","1561.5"
10211,22,"92.16","2027.52","2004-01-15","Classic Cars","S24_4620","Auto Canal Petit","2027.52"
10225,46,"70.33","3235.18","2004-02-22","Classic Cars","S24_4620","Vida Sport, Ltd","3235.18"
10238,22,"93.77","2062.94","2004-04-09","Classic Cars","S24_4620","Danish Wholesale Imports","2062.94"
10252,38,"87.31","3317.78","2004-05-26","Classic Cars","S24_4620","Auto Canal Petit","3317.78"
10264,47,"83.27","3913.69","2004-06-30","Classic Cars","S24_4620","Gifts4Allages.Com","3913.6899999999996"
10276,48,"75.18","3608.64","2004-08-02","Classic Cars","S24_4620","Online Mini Collectables","3608.6400000000003"
10287,40,"88.12","3524.8","2004-08-30","Classic Cars","S24_4620","Vida Sport, Ltd","3524.8"
10299,32,"80.84","2586.88","2004-09-30","Classic Cars","S24_4620","Toys Of Finland, Co.","2586.88"
10310,49,"97.01","4753.49","2004-10-16","Classic Cars","S24_4620","Toms Spezialitten, Ltd","4753.490000000001"
10319,43,"85.69","3684.67","2004-11-03","Classic Cars","S24_4620","Microscale Inc.","3684.67"
10331,41,"100","5715.4","2004-11-17","Classic Cars","S24_4620","Motor Mint Distributors Inc.","4100"
10343,30,"100","3098.7","2004-11-24","Classic Cars","S24_4620","Reims Collectables","3000"
10355,28,"95.39","2670.92","2004-12-07","Classic Cars","S24_4620","Euro Shopping Channel","2670.92"
10217,21,"100","2244.9","2004-02-04","Trucks And Buses","S32_1268","Handji Gifts& Co","2100"
10229,25,"100","2793","2004-03-11","Trucks And Buses","S32_1268","Mini Gifts Distributors Ltd.","2500"
10245,37,"100","4133.64","2004-05-04","Trucks And Buses","S32_1268","Super Scale Inc.","3700"
10259,45,"86.68","3900.6","2004-06-15","Trucks And Buses","S32_1268","Handji Gifts& Co","3900.6000000000004"
10270,32,"85.72","2743.04","2004-07-19","Trucks And Buses","S32_1268","Souveniers And Things Co.","2743.04"
10281,29,"82.83","2402.07","2004-08-19","Trucks And Buses","S32_1268","Diecast Classics Inc.","2402.07"
10291,26,"83.79","2178.54","2004-09-08","Trucks And Buses","S32_1268","Scandinavian Gift Ideas","2178.54"
10305,28,"100","3155.04","2004-10-13","Trucks And Buses","S32_1268","Marta'S Replicas Co.","2800"
10313,27,"87.64","2366.28","2004-10-22","Trucks And Buses","S32_1268","Canadian Gift Exchange Network","2366.28"
10324,20,"98.18","1963.6","2004-11-05","Trucks And Buses","S32_1268","Vitachrome Inc.","1963.6000000000001"
10335,44,"100","4746.28","2004-11-19","Trucks And Buses","S32_1268","Mini Gifts Distributors Ltd.","4400"
10348,42,"100","6386.94","2004-11-01","Trucks And Buses","S32_1268","Corrida Auto Replicas, Ltd","4200"
10358,41,"100","4428","2004-12-10","Trucks And Buses","S32_1268","Euro Shopping Channel","4100"
10210,46,"79.91","3675.86","2004-01-12","Motorcycles","S32_1374","Osaka Souveniers Co.","3675.8599999999997"
10223,21,"100","2475.27","2004-02-20","Motorcycles","S32_1374","Australian Collectors, Co.","2100"
10235,41,"100","4177.49","2004-04-02","Motorcycles","S32_1374","Royal Canadian Collectables, Ltd.","4100"
10250,31,"100","3282.28","2004-05-11","Motorcycles","S32_1374","The Sharp Gifts Warehouse","3100"
10263,31,"79.91","2477.21","2004-06-28","Motorcycles","S32_1374","Gift Depot Inc.","2477.21"
10275,23,"81.91","1883.93","2004-07-23","Motorcycles","S32_1374","La Rochelle Gifts","1883.9299999999998"
10285,37,"98.89","3658.93","2004-08-27","Motorcycles","S32_1374","Marta'S Replicas Co.","3658.93"
10297,26,"100","2856.88","2004-09-16","Motorcycles","S32_1374","Clover Collections, Co.","2600"
10308,24,"79.91","1917.84","2004-10-15","Motorcycles","S32_1374","Mini Classics","1917.84"
10318,47,"100","5305.36","2004-11-02","Motorcycles","S32_1374","Diecast Classics Inc.","4700"
10329,45,"63.91","2875.95","2004-11-15","Motorcycles","S32_1374","Land Of Toys Inc.","2875.95"
10340,55,"100","6482.85","2004-11-24","Motorcycles","S32_1374","Enaco Distributors","5500"
10353,46,"81.17","3733.82","2004-12-04","Motorcycles","S32_1374","Gift Ideas Corp.","3733.82"
10211,41,"42.24","1731.84","2004-01-15","Motorcycles","S32_2206","Auto Canal Petit","1731.8400000000001"
10224,43,"39.43","1695.49","2004-02-21","Motorcycles","S32_2206","Daedalus Designs Imports","1695.49"
10237,26,"40.23","1045.98","2004-04-05","Motorcycles","S32_2206","Vitachrome Inc.","1045.98"
10252,36,"48.28","1738.08","2004-05-26","Motorcycles","S32_2206","Auto Canal Petit","1738.08"
10264,20,"32.59","651.8","2004-06-30","Motorcycles","S32_2206","Gifts4Allages.Com","651.8000000000001"
10276,27,"36.61","988.47","2004-08-02","Motorcycles","S32_2206","Online Mini Collectables","988.47"
10285,37,"41.03","1518.11","2004-08-27","Motorcycles","S32_2206","Marta'S Replicas Co.","1518.1100000000001"
10299,24,"42.24","1013.76","2004-09-30","Motorcycles","S32_2206","Toys Of Finland, Co.","1013.76"
10310,36,"43.05","1549.8","2004-10-16","Motorcycles","S32_2206","Toms Spezialitten, Ltd","1549.8"
10319,29,"38.22","1108.38","2004-11-03","Motorcycles","S32_2206","Microscale Inc.","1108.3799999999999"
10331,28,"100","4102.56","2004-11-17","Motorcycles","S32_2206","Motor Mint Distributors Inc.","2800"
10343,29,"100","3713.16","2004-11-24","Motorcycles","S32_2206","Reims Collectables","2900"
10355,38,"39.83","1513.54","2004-12-07","Motorcycles","S32_2206","Euro Shopping Channel","1513.54"
10219,35,"55.19","1931.65","2004-02-10","Trucks And Buses","S32_2509","Signal Collectibles Ltd.","1931.6499999999999"
10229,23,"54.11","1244.53","2004-03-11","Trucks And Buses","S32_2509","Mini Gifts Distributors Ltd.","1244.53"
10246,35,"48.7","1704.5","2004-05-05","Trucks And Buses","S32_2509","Euro Shopping Channel","1704.5"
10259,40,"43.83","1753.2","2004-06-15","Trucks And Buses","S32_2509","Handji Gifts& Co","1753.1999999999998"
10271,35,"47.62","1666.7","2004-07-20","Trucks And Buses","S32_2509","Mini Gifts Distributors Ltd.","1666.6999999999998"
10281,31,"55.19","1710.89","2004-08-19","Trucks And Buses","S32_2509","Diecast Classics Inc.","1710.8899999999999"
10292,50,"46.53","2326.5","2004-09-08","Trucks And Buses","S32_2509","Land Of Toys Inc.","2326.5"
10305,40,"57.9","2316","2004-10-13","Trucks And Buses","S32_2509","Marta'S Replicas Co.","2316"
10313,38,"45.45","1727.1","2004-10-22","Trucks And Buses","S32_2509","Canadian Gift Exchange Network","1727.1000000000001"
10325,38,"100","8844.12","2004-11-05","Trucks And Buses","S32_2509","Baane Mini Imports","3800"
10335,40,"60.6","2424","2004-11-19","Trucks And Buses","S32_2509","Mini Gifts Distributors Ltd.","2424"
10349,33,"46.53","1535.49","2004-12-01","Trucks And Buses","S32_2509","Muscle Machine Inc","1535.49"
10359,36,"100","6358.68","2004-12-15","Trucks And Buses","S32_2509","Reims Collectables","3600"
10220,20,"52.82","1056.4","2004-02-12","Trains","S32_3207","Clover Collections, Co.","1056.4"
10230,46,"60.9","2801.4","2004-03-15","Trains","S32_3207","Blauer See Auto, Co.","2801.4"
10247,40,"49.71","1988.4","2004-05-05","Trains","S32_3207","Suominen Souveniers","1988.4"
10272,45,"64.63","2908.35","2004-07-20","Trains","S32_3207","Diecast Classics Inc.","2908.35"
10282,36,"59.65","2147.4","2004-08-20","Trains","S32_3207","Mini Gifts Distributors Ltd.","2147.4"
10292,31,"67.73","2099.63","2004-09-08","Trains","S32_3207","Land Of Toys Inc.","2099.63"
10306,46,"50.33","2315.18","2004-10-14","Trains","S32_3207","Av Stores, Co.","2315.18"
10314,35,"66.49","2327.15","2004-10-22","Trains","S32_3207","Heintze Collectables","2327.1499999999996"
10325,28,"100","5377.4","2004-11-05","Trains","S32_3207","Baane Mini Imports","2800"
10336,31,"84.71","2626.01","2004-11-20","Trains","S32_3207","La Corne D'Abondance, Co.","2626.0099999999998"
10350,27,"100","4406.4","2004-12-02","Trains","S32_3207","Euro Shopping Channel","2700"
10359,22,"100","4301.22","2004-12-15","Trains","S32_3207","Reims Collectables","2200"
10217,39,"62.05","2419.95","2004-02-04","Trucks And Buses","S32_3522","Handji Gifts& Co","2419.95"
10229,30,"73.04","2191.2","2004-03-11","Trucks And Buses","S32_3522","Mini Gifts Distributors Ltd.","2191.2000000000003"
10245,44,"69.16","3043.04","2004-05-04","Trucks And Buses","S32_3522","Super Scale Inc.","3043.04"
10258,20,"61.41","1228.2","2004-06-15","Trucks And Buses","S32_3522","Tokyo Collectables, Ltd","1228.1999999999998"
10270,21,"63.35","1330.35","2004-07-19","Trucks And Buses","S32_3522","Souveniers And Things Co.","1330.3500000000001"
10281,36,"77.57","2792.52","2004-08-19","Trucks And Buses","S32_3522","Diecast Classics Inc.","2792.5199999999995"
10291,32,"71.75","2296","2004-09-08","Trucks And Buses","S32_3522","Scandinavian Gift Ideas","2296"
10304,36,"73.04","2629.44","2004-10-11","Trucks And Buses","S32_3522","Auto Assoc. & Cie.","2629.44"
10313,34,"56.24","1912.16","2004-10-22","Trucks And Buses","S32_3522","Canadian Gift Exchange Network","1912.16"
10324,48,"100","8209.44","2004-11-05","Trucks And Buses","S32_3522","Vitachrome Inc.","4800"
